Index,Context,Judgement
81,"In the light of the above discussion, we are of the considered view that learned trial Court has committed an error while relying upon the testimony of Bhupinder Singh-DW-1/Sarpanch and observing that there is a non compliance of mandatory provisions contained in Section 57 of the Act. Resultantly, we allow this appeal and set aside judgment of acquittal dated April 19, 2001 passed by learned Judge, Special Court, Patiala. Respondent is convicted for the commission of offence punishable under Section 18 of Narcotic Drugs and Psychotropic Substances Act, 1985. In this case, heavy quantity of opium is suggestive of the fact that he has been commercially dealing in narcotics. Such a person is not only an enemy of the nation but also a destroyer of the human race. Accordingly, he is sentenced to undergo RI for a period of 10 years and to pay a fine to the tune of Rs.1 lac and in default of payment of fine to further undergo RI for a period of one year.",Petitioner
82,"Therefore, the contesting respondents are held bound by the result of the said meeting. The petitioner is at liberty to enforce the result of the meeting in terms of the report of the Chairman of the Extra-Ordinary General Meeting referred to hereinabove in the manner known to law.",Petitioner
83,"In view of the above orders in W.P.No.30790 of 2014 and W.P.30791 of 2014, W.P.No.30799 of 2014 filed by the petitioners therein cannot be entertained and no relief can be granted to them. Accordingly, W.P.Nos.30790 and 30791 of 2014 are allowed as above and W.P.No.30799 of 2014 is dismissed. No costs. As a sequel, miscellaneous petitions pending, if any, shall stand disposed of.",Respondent
84,"In view of the fact that none of the eye witnesses have supported the case of the prosecution and in view of the fact that even the corroborative piece of evidence such as evidence relating to seizure mahazars is unbelievable, the trial court is justified in acquitting the accused. Based on the material on record, the only conclusion that can be arrived at is to acquit the accused. The very view is taken by the trial court. Hence no interference is called for. Appeal fails and the same is dismissed.",Respondent
85,"A perusal of these depositions reveal a complete denial of the statements recorded by the police, thereby leaving no option with the trial court but to acquit the respondents. The statement made by the complainant is of no help as he is neither an eye witness nor was he aware of the circumstances in which his son passed away. His deposition is at best hearsay evidence and, therefore, has been rightly discarded by the trial court while recording a judgment of acquittal. Kumar Naresh N 2014.01.29 12:37 I attest to the accuracy and integrity of this document High Court Chandigarh In view of what has been recorded hereinabove, we find no reason to entertain the appeal or to hold that on the basis of the evidence adduced during the trial, that any other conclusion other than the conclusion recorded by the trial court was possible.",Petitioner
86,"In the ultimate analysis, we perceive no merit in the appeal and consequently the same stands dismissed. As the appellant is on bail, his bail bonds are cancelled. He be taken into custody forthwith to suffer the sentence.",Respondent
87,"In view of the above, the appeal filed by appellant Gurprit Singh @ Pita is allowed and the impugned judgment of conviction and order of sentence is set aside, and the appellant is acquitted of the charges. The appellant, who is in custody, be set at liberty forthwith, if not required in any other case.",Petitioner
88,"Having given our thoughtful consideration, we are of the view that the Division Bench of the High Court was not justified in interfering with the order rejecting the claim of the respondent Page 14  Civil Appeal No. of 2014 @ SLP (C) No.36237 of 2012 for recruitment to the police service by way of giving him compassionate appointment. Accordingly, we allow this appeal and set aside the impugned order. There will be no order as to costs.",Petitioner
89,"Thereby defendants are here by restrained from communication and publication of defamatory statement in any form viz; oral or written, in any kind of publication viz; print media or electronic media or broadcasting media without having evidence which is proved on public record. The defendants must realize the meaning of ""evidence proved on public record"". Therefore, this appeal deserves to be allowed partly by restraining the defendants with certain conditions in above terms and it is hereby allowed to that extent. Civil Applications for stay stands dispose of accordingly. Pending this Appeal From Order, the appellant has filed draft amendment whereas respondent has filed several unnumbered applications for different reliefs including relief to expedite the suit at the earliest claiming that he is senior citizen and therefore, his suit should be expedited. However, since, Appeal From Order is disposed of as aforesaid, all such applications are disposed of accordingly. The parties may apply before the trial court for appropriate orders, if so required.",Ambiguity
90,"The learned NSDL Arbitrator erred in overlooking the clear legal position. The impugned Award dated 10th December 2009 is contrary to law and suffers from a patent illegality. It is accordingly set aside. The petition is allowed with costs of Rs. 20,000 which shall be paid by Respondent No.1 to the Petitioner within four weeks.",Petitioner
91,"We accordingly set-aside the impugned order and dismiss the writ petition of the respondent. Having regard to the circumstances of the case, we find it appropriate to direct the appellant to pay an adhoc sum of Rs.3,00,000/- to the respondent who has retired long ago and has drawn pension of which he will be deprived hereafter. Appeal disposed off as allowed.",Petitioner
92,"Keeping in view the aforesaid facts and ensuring that Randhir Singh and Ajay do not have to surrender to undergo any further imprisonment, it is directed as under:-
(i) Appellants Chattar Singh, Kishan, Ranbir Singh, Randhir Singh and Ajay are sentenced to Rigorous Imprisonment for one year for the offence under Section 323 read with Section 149 IPC.
(ii) Appellants Chattar Singh, Kishan, Ranbir Singh, Randhir Singh and Ajay are sentenced to Rigorous Imprisonment of two years for the offence under Section 326 read with Section 149 IPC and fine of Rs.10,000/- each, in default of which they shall undergo Simple Imprisonment for three months. Fine will be paid by Ajay and Randhir Singh within one month.
(iii) For the offence under Section 148/149 IPC, the appellants- Chattar Singh, Kishan, Ranbir Singh, Randhir Singh and Ajay shall undergo Rigorous Imprisonment for one year.
The aforesaid sentences shall run concurrently and the appellants will be entitled to benefit of Section 428 Cr.P.C.
The appeal is disposed of in the aforesaid terms.",Respondent
93,"Considering the peculiar facts and circumstances of the case noted above, coupled with the reasons aforementioned, this Court is of the considered view that since both the above-said preliminary issues have been decided against the petitioner, the election petition cannot sustain any further. Consequently, the instant election petition, having been found based on wholly frivolous and vexatious averments, is liable to be dismissed with costs which are quantified at Rs.50,000/-. Resultantly, the present election petition stands dismissed with costs.",Respondent
94,"As per the custody certificate of Vijay Singh, he has undergone 1 year 4 months and 5 days in custody as on 30.7.2004 including remission. He was released on bail on 30.7.2004 and facing trial in FIR No. 70 dated 1.5.2003 registered under sections 447/323/506/34 IPC at Police Station Nangal Chaudhary in which he is on bail. He has not misused the concession of bail by indulging in other illegal activities under the Act for the last ten yeas i.e till 28.10.2014. Keepin in view that the petitioner has faced protracted criminal trial for almost 12 years, his conviction is reduced to the period already undergone by him.",Petitioner
95,"In the given circumstances, this Court is, thus, of the considered view that custodial interrogation of petitioner is required to unearth all the ramifications involved in this case. Even otherwise, in the absence of his custodial interrogation, investigation of this case is likely to be stultified. Accordingly, the instant petition is dismissed.",Respondent
96,"In the present case a dispute arose on account of a common water course which had been demolished by the complainant on 17.11.2005. The ratio of the judgement of the Supreme Court can be made applicable to the case of the applicant- RITU 2014.10.29 14:14 I attest to the accuracy and authenticity of this document Chandigarh Crl. Misc. No. 58181 of 2012 in appellant as he has already won the election to the post of Sarpanch. Keeping in view the observation of the Supreme Court in Navjot Singh Sidhu's case (Supra), this application is allowed.",Petitioner
97,"Therefore, the Criminal Appeal is partly allowed, modifying the conviction of the appellant-accused to be the one under Section 304 Part-II I.P.C. and imposing the punishment of seven years Rigorous Imprisonment with fine of Rs.10,000/- (Rupees ten thousand only), but upholding the conviction as well as sentence imposed for the offence punishable under Section 498-A I.P.C. by the Court of the IV Additional District & Sessions Judge (F.T.C)., Mahabubnagar. It is also directed that both the sentences shall run concurrently.",Ambiguity
98,"Having gone through the impugned judgments and material on record, this Court is of the view that the courts below have not committed any error of law. Findings so recorded are based on proper appreciation of evidence on record and are impregnable in nature. The entire gamut of the matter is in the realm of facts. No question of law much less substantial question of law arises in this appeal warranting interference under Section 100 of CPC. Before parting with the appeal, it is considered apposite to observe that in case plaintiffs are found to be in possession of the suit property or part thereof, they shall not be dispossessed except by adhering to due process of law. The Second Appeal sans merits is hereby dismissed.",Respondent
99,"Therefore, in my opinion, at the threshold stage the investigation itself cannot be struck down. In the event of the learned Magistrate takes any cognizance against the petitioner, again the petitioner is at liberty to challenge the said order of the Magistrate. With these observations, I am of the opinion the petition has to be dismissed. Accordingly, the petition is dismissed. In view of the dismissal of the main petition, I.A. No.1/2014 does not survive for consideration.",Respondent
100,"On the basis of aforesaid discussion, it would be apparent that the appeal filed by the State has no force. There is no basis by which an interference can be made in the judgment of the trial Court. Consequently, the instant appeal filed by the State is dismissed and the judgment dated 20.3.1996 of the trial Court is hereby maintained. The respondents are not required to remain present before this Court any more, therefore it is directed that their bail bonds shall stand discharged.",Respondent
101,"Therefore, the election of the 1st respondent from 130-Kurupam Scheduled Tribe Assembly Constituency to the Andhra Pradesh State Legislative Assembly as declared on 16-05-2009 is declared to be void and the election petition is allowed to that extent and is dismissed in respect of the declaration sought for to declare the election petitioner as duly elected from the said Constituency in the said election. The parties shall bear their own costs.",Petitioner
102,"I am, therefore, conclusively of the view that the impugned judgment and order of the High Court is not required to be interfered with and the election petition was rightly held to be fit for rejection for want of material facts and material particulars which could materially affect the result of the election.",Respondent
103,"Here in the instant case, as stated above, the allegation of the petitioner even if is accepted to be correct, it hardly affects the result of the returned candidate (the respondent) materially. Accordingly, the election petition filed by the petitioner is rejected as not maintainable.",Respondent
104,"The contention of the petitioner that he had succeeded in several matches is vague and selection cannot be made on the basis of success in one or two matches. Thus, the contention of the petitioner is noticed to be rejected. National Sports meet had also taken place some times in the year 2010 and on that count also the petition has become academic. Even otherwise, the petitioner has failed to establish malice in facts or in law. As an upshot, the writ petition, sans substratum, is liable to be and is hereby dismissed, leaving the parties to bear their own costs.",Respondent
105,The appeal is allowed. The judgment and order dated 14.09.2010 passed by the learned Single Judge of Gauhati High Court in Misc. Case (E.P.) No.05(AP)/2010 in Election Petition No.01(AP)/2009 is hereby quashed and set- aside.,Petitioner
106,"Accordingly, the petitions are allowed. The proceedings in Private Complaint No.76/2011 pending on the file of the Court of the JMFC, Yellapur, are quashed.",Petitioner
107,"Moreover, the case of the assessee-respondent is covered by the Division Bench judgment of Madras High Court in the case of Deputy Director of Small Savings (supra) and Division Bench judgment of Karnataka High Court in the case of B.K. Suresh (supra).
In both the cases the prize money has been won under the Saving Schemes. Accordingly, it has to be held that the incentive prize received by the assessee-respondent on account of the coupon given to him on the strength of Small Savings Certificate would not fall within the definition of 'lottery' and would, thus, not be included in the expression 'income'. We are in agreement with the view taken by the Madras and Karnataka High Court. Accordingly, the question raised by the revenue is decided in favour of the assessee and against the revenue.",Respondent
108,"Consequently, the present petition is allowed and respondent No.2 company is restored to its original status. However, the intervenor's submission that respondent No.2 company had concealed the fact that it had been struck off from the arbitral tribunal and from this Court in the execution proceedings, is left open to be decided by the concerned Court in accordance with law. It is clarified that this Court has not dealt with the aforesaid issue. In fact, the rights and contentions of both the parties with regard to the said issue are left open. The ex-management of the respondent No.2 company are directed to file all statutory returns along with prescribed fees in compliance with all statutory requirements. In the event of their failure to do so, the petitioners are directed to fulfil the aforesaid obligation.",Petitioner
109,"Resultantly, this Court is of the opinion that no false information has been furnished by respondent no. 3 which would entail disqualification and cancellation of the contract which has been validly defended by the State and it is in the larger interest of the national security that the scheme is implemented at the earliest. Accordingly, the writ petition is dismissed.",Respondent
110,"In view of the above, the impugned order dated 05.05.2012 passed by the Civil Judge (Junior Division), Parlakhemundi in Election Petition No.2 of 2012 rejecting the prayer of the respondent- 1- petitioner to amend the written statement for inclusion of the counter claim to declare the election petitioner disqualified to be elected as Sarapanch is set aside. The Election Tribunal is directed to consider the Respondent-petitioner's application to amend the written statement for inclusion of her counter claim in the light of the observation/finding of this Court made supra within a period of two weeks from the date of production of certified copy of this judgment. In the result, the writ petition is allowed with the aforesaid observation and direction.",Petitioner
111,"Accordingly, the award is modified only to the extent that the respondent shall not be entitled to interest for the period 22.04.1994 till 04.05.2001, on the security deposit amounting to Rs 7,28,075/- withheld at the relevant point in time. The appeal is, thus, allowed to that extent. Parties shall, however, bear their own cost. Before we conclude, we may only notice that pursuant to our order dated 12.07.2011, the decretal amount deposited in court by the appellant has been released to the respondent on a security being furnished by its owner Rama Associates Ltd. The parties are at liberty to seek appropriate adjustment in execution proceedings.",Ambiguity
112,"Taking into consideration the facts of the case in hand and CRM-A-746-MA of 2011 following the ratio of judgment of the Hon'ble Apex Court, rendered in Banarasi Dass's case (supra), the appellant has no case. As such, this application for leave to appeal is dismissed.",Respondent
113,"In the result, the writ petition is allowed. Ext.P6, insofar it makes the fourth respondent the 4th rank holder for MBBS seat, is hereby quashed. The second respondent is directed to rectify the defect as pointed out in Ext.P8 letter of the third respondent and to place the petitioner as 4th rank holder in Ext.P6 ranked list under the reservation quota for sports ""team event"" and to allot the petitioner the respective seat to which she is eligible for MBBS course under sports quota on account of the rectification as above. This shall be done forthwith.",Petitioner
114,"For the reasons stated above, this appeal is hereby allowed. The impugned orders dated 21.08.2002, 21.10.2002 and the judgment and decree dated 20.01.2003 are quashed and set aside. The civil suit is restored to its original number. The civil suit shall begin from the stage prior to when the order dated 21.08.2002 was passed, provided the appellant pays Rs.5,000 to the respondent.
Since the case relates to the year 2001, the learned trial Court is directed to expedite the case and to decide the case preferably within a period of one year. The parties are directed to appear before the concerned Court on 21.08.2012.",Petitioner
115,"With the aforementioned observations, this application fails and is rejected. Rule is discharged. None of the observations made hereinabove shall influence the trial Court in deciding Special Case No. 32 of 2010 pending before him.",Respondent
116,"For the reasons aforesaid, I find no infirmity much less impropriety, illegality or jurisdictional error in the impugned order of the trial court so as to call for interference by this Court in exercise of power of superintendence under Article 227 of the Constitution of India. The revision petition is meritless and is accordingly dismissed in limine.",Respondent
117,"In view of the aforesaid facts and the judgment passed by the trial Court acquitting the accused cannot be interfered when on the record, there is no evidence on the basis of which respondents No.2 to 5 can be convicted for the alleged offence. In view of above, there is no merit in the present revision petition and the same is hereby dismissed.",Respondent
118,"In the facts of the present case, no evidence from the trail has come up which can lead to the conviction of the persons sought to be examined. Hon'ble the Supreme Court in the case of Michael Machado vs. Central Bureau of Investigation, 2000(2) SCC 262 has gone in detail and set out principles which are to be followed for summoning the accused under Section 319 Cr.P.C. Order dated 13.07.2011 passed by the learned Additional Sessions Judge, Rewari does not suffer from any infirmity.",Respondent
119," None of the exceptions appended to rule 12 of the Rules of 1980, under which alone departmental proceedings may be competent after acquittal of an accused, are thus available to the respondents, and, therefore, the departmental proceedings against the applicants cannot go on. That being so, the departmental proceedings against the applicants shall be dropped. Ordered accordingly. The applicants shall be entitled to all the consequential reliefs as they may be entitled to under the rules. This Original Application is allowed in the manner fully indicated hereinabove. There shall, however, be no order as to costs.",Petitioner
120,"In my considered view, this O.A is squarely covered by the decision in the case of Rameshwar Singh (supra) and the case of G. Appa Rao (supra). I, therefore, quash and set aside the impugned order dated 20.09.2011. Consequently, I direct the respondents to grant the benefit of the services of the applicants which they had rendered in their capacity as towards temporary status casual worker. Further, I direct the respondents not to apply the new Pension Scheme which came into force w.e.f. 01.01.2004. Consequently, I declare that the applicants are entitled to pension in terms of the Old Pension Scheme with all attendant benefits. The respondents shall pass appropriate orders in this regard within a period of one month from the date of receipt of a copy of this order. There shall be no order as to costs.",Petitioner
121,"Finding merit in the Original Application, we allow the same. The respondents will forthwith open the sealed cover of the applicant as regards his promotion to the post of Inspector, and give effect to the recommendations of the DPC. Order dated 07.02.2011 ordering initiation of departmental enquiry against the applicant, and all further proceedings that may have been conducted in that regard would stand set aside. The order dated 30.05.2011 vide which now the name of the applicant has been brought on the secret list of doubtful integrity is also set aside. It appears to us that the applicant has been unnecessarily harassed. The respondents have dealt with his case with utter carelessness, if not more. They have not chosen even to refer to the judgment of the criminal court, wherein, as we have already mentioned, the acquittal is clean, and rather the applicant has been held to be a victim of frame-up, nor have cared to even have a look at rule 12 of the Rules of 1980. We are of the view that this Application deserves to be allowed with costs, which we quantify at Rupees ten thousand.",Petitioner
122,"Viewed from this angle, the conviction of the accused under Section 302 itself would be sustainable and the accused would be liable to be punished accordingly. For the reasons afore-recorded, I see no reason to interfere with the judgments impugned in the present appeal. Consequently, the appeal is dismissed.",Respondent
123,"In the light of the above discussion, we are unable to accept any of the contentions raised by the appellant. Consequently, the appeal fails and the same is dismissed.",Respondent
124,"Coming to the case at hand in our considered opinion the observations, the comment and the eventual direction were wholly unwarranted and uncalled for. The learned Chief Judicial Magistrate had felt that the due to delay and other ancillary factors there was no justification to exercise the power under Section 156 (3) of the Code. The learned Single Judge, as is manifest, had a different perception of the whole scenario. Perceptions of fact and application of law may be erroneous but that never warrants such kind of observations and directions. Regard being had to the aforesaid we unhesitatingly expunge the remarks and the direction which have been reproduced in paragraph three of our judgment. If the said remarks have been entered into the annual confidential roll of the judicial officer the same shall stand expunged. The appeal is allowed accordingly.",Petitioner
125,"Considering the nature of the allegations against the petitioner and he being a member of the police force his duty was to protect the citizens and not to harass them, we are of the view that no interference by this Court is called for in the matter. In taking this view, we also take note of the fact that the petitioner being in-charge of the police van in which the tempo of the complainant was intercepted was in a position to control the misdemeanours of other police officials travelling with him in that vehicle and no such attempt having been made by him, indicates that all the police officials, travelling in the police vehicle, were acting in concert and shared a common objective. For the reasons given in the preceding paragraphs, we find no merit in the Writ Petition and the same is hereby dismissed without any orders as to costs.",Respondent
126,"In view of the above reasons, i.e. the unreliability of the prosecution story regarding the time of lodging of the FIR, the lack of any explanation why the special report was received late by the magistrate, despite its being despatched at around 08:00 PM, the conflicting versions with regard to the Crl.A 288/2011, Crl.A 402/2011, Crl.A 403/2011 & Crl. M. (Bail) 2196/2011 Page 23 arrest of the accused Vicky, and the non-examination of Satish, this Court is of opinion that the accused's conviction was not justified. Therefore, the impugned judgment requires to be set aside; the appeals therefore, deserve to succeed. They are accordingly allowed.",Petitioner
127,"For the reasons recorded above, the questions of law as indicated herein above are answered against the appellant. I do not find any basis that would warrant interference in the well reasoned judgement passed by the Lower Appellate Court. The findings recorded do not suffer from any perversity. The appeal, accordingly, is dismissed. Appeal dismissed.",Respondent
128,"Learned counsel for the appellant failed to point out any other material discrepancies which may go to the root of the case. In view of this, both the appeals fail and are dismissed. Since appellants are on bail, the authorities may take appropriate measures for arrest of the appellant to serve the remaining part of the sentence.",Respondent
129,"Given the failure of the prosecution to prove all relevant and necessary circumstances in the chain of circumstances necessary to hold that the appellant was guilty of the offence of which he was charged, we are unable to persuade ourselves to remand the matter only for the purpose of re-examination of the appellant under Section 313 of the Code of Criminal Procedure. For the aforesaid reasons, the appeal is allowed. The impugned judgment dated 16th April, 2009 for the offence under Sections 302 and 201 IPC passed by the Additional Sessions Judge and the order of sentence dated 20th April, 2009 are hereby set aside and quashed. It is directed the appellant shall forthwith be released.",Petitioner
130,"In view of the above discussion, there being no illegality or material Kanika Kapoor, Zoya Kapoor page14 irregularity or impropriety in the impugned order dated 25/01/2010 passed by ld A.C.M.M.(S.E.) and there being no sufficient reasons for cancellation of bail, both the application for cancellation of bail filed by the complainant and the revision petition filed by the State are dismissed.",Respondent
131,"In the result, the appeal is allowed and the impugned order is set aside. Since the matter is more than 12 years old, we direct the concerned Magistrate to pass appropriate order in terms of Section 209 within one month from the date of receipt/production of copy of this order. We further direct that after committal of the case, the Sessions Judge to whom the matter is assigned shall conduct and complete the trial within a period of 9 months.",Petitioner
132,In the result we allow this appeal and set aside the impugned order passed by the High Court. No order as to costs.,Petitioner
133,"In view of the above, we find no merit in the OA, which is dismissed. There'll be no orders as to costs.",Respondent
134,"For the above discussed reasons, the Applicant succeeds and the Original Application is allowed in terms of our following orders: 1(i) the order passed by the Disciplinary Authority dated 26.4.2006 (Annexure-A1) whereby he was dismissed from service under Article 311(2)(b) of the Constitution of India; (ii) the order dated 7.11.2008 (Annexure-A2) by which the Appellate Authority has rejected his appeal and (iii) the letter dated 14.9.2009 (Annexure-A3) issued by the Respondent Deputy Commissioner of Police (Security) are quashed and set aside; (2) consequently the Respondents are directed to reinstate the Applicant to his service which he was holding at the time he was dismissed from service; and (3) liberty is granted to the Respondents to initiate departmental proceedings if so advised and if so permissible. There is no order as to costs.",Petitioner
135,"After an anxious consideration of the pleadings and allegations I have no hesitation to conclude that the Election Petition is deficient of the essential ingredients of the alleged  ""corrupt practice"" falling under Sec. 123 (4) of the R.P. Act and there is no complete cause of action alleged by the petitioner to enable this Court to proceed to the trial of the case. This Election Petition is accordingly dismissed/rejected as not maintainable.",Respondent
136,"In view of above discussion, I hold that the present election petition is wholly misconceived and is based on absolutely misinterpretation and misunderstanding of the legal provision enshrined in the Constitution as well as in R.P. Act. Therefore, the election petition being devoid of merit is hereby dismissed.",Respondent
137,"In view of the decree of divorce, both the applications are allowed and the first information report of Nath Nagar P.S. Case No.191 of 1997 and the entire proceeding connected therewith are quashed.",Petitioner
138,"In the light of the aforesaid findings, we do not find any ground to interfere with the judgment of the learned Single Judge and accordingly, this appeal is dismissed.",Respondent
139,"As regards sentence, considering minor girl's ignominy and gravity of offence, it do not permit any sympathy or compassion in favour of the appellant so as to reduce the sentence awarded. For the foregoing reasons and discussion of evidence as above, the approach of the trial Court was pertinent, proximate and proper, in reaching its incontrovertible conclusion. The Appeal being sans merit and substance, deserve dismissal, which I direct.",Respondent
140,"In the result, appeal of accused - appellant Paramjit Singh fails. The appeal of accused-appellants Ravinder Singh @ Chhotu and Rajinder Singh @ Shanty is allowed and the judgment of the learned Additional Sessions Judge is set aside to the extent it holds these two accused-appellants guilty and consequently both of them stand acquitted of all the charges.",Ambiguity
141,"Consequently, this writ petition is allowed and the impugned order passed by the learned Additional District Judge No.3, Jodhpur on 2.6.2007 is set aside and the appeal filed by the present petitioner before the said court is restored for decision afresh on merits in accordance with law.",Petitioner
142,"In view of all the above, for the offence under Section 306 of IPC, the appellant/accused is directed to undergo rigorous imprisonment for two months and to pay a fine of Rs.1,00,000/- in default to undergo simple imprisonment for four weeks. The appellant/accused shall be kept in Central Prison, Puzhal, Chennai. The period of sentence already undergone by the appellant/accused is ordered to be set off under Section 428 of the Code of Criminal Procedure.",Respondent
143,"Writ Petition No. 1386(SB) of 2010 has been admitted by this Court. Accordingly, benefit of present judgement is subject to final outcome of pending writ petition 1386(SB) of 2010. We express our displeasure on state action in not informing the court with regard to order dated 7.9.2010 passed against the petitioner keeping in view the fact that the judgment in the present writ petition was reserved earlier. Writ petition is allowed accordingly.",Petitioner
144,"In the facts and for the reasons discussed hereinabove, while concluding that the investigation into murder of the son of the petitioner was far from fair, independent, bona fide or prompt, this Court refrains from even remotely suggesting that the investigating agency should or should not have taken a particular line of investigation or apprehended any person, except in accordance with law. It is clarified that the observations made herein are only for the limited purpose of deciding whether further investigation was required to be handed over to CBI, and they shall not be construed as expression of an opinion on any particular aspect of the investigation carried out so far. However, in view of the peculiar facts and circumstances, following the ratio of several judgments of the Apex Court discussed hereinabove and in the interest of justice and to instill confidence in the investigation into a serious case having far reaching implications that we order that further investigation into I-C.R.No.163 of 2010 shall be transferred to the Central Bureau of Investigation (CBI), with the direction that the CBI shall immediately undertake an independent further investigation, and all the officers and authorities under the State Government shall co-operate in such investigation so as to facilitate submission of report of investigation by the CBI as early as practicable and preferably within a period of six months. The police authorities of the State are directed to hand over the records of the present case to the CBI authorities within ten days and thereafter the CBI shall take up comprehensive investigation in all matters related to the offence and report thereof shall be submitted to the Court of competent jurisdiction and, in the meantime, further proceeding pursuant to the charge-sheets submitted by respondent No.5 shall remain stayed. Rule is made absolute accordingly. In view of disposal of the main petition, the Misc. applications are disposed as not surviving.",Petitioner
145,So far as the mother is concerned her capacity to understand is established and therefore there is nothing to prove regarding the inability element to her at the time of the execution of the document. Therefore from the materials available the Court below has rightly found out that the original plaintiff namely Leela had executed Ext.B1 fully understanding the contents of the same and had voluntarily gifted the property which has been accepted by the first defendant. Therefore there are no grounds to set aside the findings of the Court below. Hence the appeal fails and the same is dismissed but without costs.,Respondent
146,"In view of the discussions above, we are of the view that prosecution has been able to prove beyond reasonable doubt that the appellants, in furtherance of their common intention, with a view to pressurise the deceased Baleshwar took him to their jhuggi and threatened him to vacate the jhuggi. They asked him to vacate the jhuggi and failing which, threatened to kill him and when the deceased defied them by saying that the jhuggi belonged to him and he would not vacate it, they attacked him with iron-pipe Ex.P1 and saria Ex.P2 and caused him fatal injuries, resulting in his death. Thus, we do not find any infirmity in the impugned judgment of learned Additional Sessions Judge convicting both the appellants for the offences of murder of Baleshwar punishable under Section 302 IPC with the aid of Section 34 IPC. The appeal is accordingly dismissed. The appellants are on bail. They be taken into custody and sent to Jail to undergo the remaining period of sentence.",Respondent
147,"Accordingly, judgment dated 09.12.2000 passed by the learned trial Court with respect to the conviction of appellant, Rehmat under section 304-B, IPC is set aside. However her conviction under section 498-A, IPC is upheld. Order on Sentence dated 18.12.2000 is modified to the extent that appellant, Rehmat is sentenced to the period already undergone in jail, keeping in view her age, medical condition and the fact that she has lost her son, husband of the deceased, at a young age. Bail bonds of appellant, Rehmat be cancelled and surety be discharged. Appeal stands disposed of in above terms.",Respondent
148,"In view of the above discussion and considering the entire facts and circumstances of the case, this Court is of the view that judgment and decree for divorce passed by the First Appellate Court does not call for any interference by this Court and, therefore, this Second Appeal fails without any order as to costs. In view of the above judgment and order in the main Second Appeal, the Court does not find any substance in the cross-objection and hence, it, too fails.",Respondent
149,"The judgements and decrees of both the courts below are liable to be set aside and the second appeal is liable to be allowed. In fine, The Second appeal is allowed. The Judgments and decrees of both the courts below are set aside.",Petitioner
150,"In exercise of powers conferred under Section 98(c) of the Act, I declare the election of the first respondent, the returned candidate, to the House of People from No. 12 HP Muvattupuzha Parliamentary Constituency in the election held on 10.5.2004 to be void and I further declare the petitioner elected in the place of the first respondent from the same constituency. The findings on commission of corrupt practice by the first respondent under Section 123(3) and 123(5) of the Act will hold good for the purpose of Section 99 of the Act also. For the purpose of Section 99(1)(b) I direct the parties to bear their respective costs.",Petitioner
151,"Therefore, it is difficult to conclude that there existed any suspicious circumstances, surrounding Ex. A-1. Even assuming that there existed some suspicion circumstances, they stood explained, with the evidence of DW-1. Further, it is not as if the respondent was excluded from the bequest. A small house in an area of about 125 sq. yards was given to the appellant, whereas, the agricultural land and other properties in a village were bequeathed to the respondent and his brother. The lower appellate Court reversed the judgment of the trial Court, on the basis of incorrect notions, and by taking an incorrect view of settled principles of law. The second appeal is accordingly allowed, and the decree and judgment passed by the lower appellate Court in A.S. No. 81 of 1992, are set aside. There shall be no order as to costs.",Petitioner
152,"The election of first respondent Jayrajbhai Jayantibhai Patel as President of Anand Municipality as per the result declared by Resident Deputy Collector Anand on 8.11.2005 is hereby set aside. Vijaybhai Haribhai Patel petitioner in SCA No. 22391 of 2005 - is hereby declared as having been elected as President of Anand Municipality at the general meeting of the Municipality held on 8.11.2005. Director General of Police, Gujarat State shall, within two months from the date of receipt of this judgment, look into the allegations made in Special Civil Application No. 22385 of 2005 about the patronage of the local political leaders being enjoyed by respondent Nos. 3 to 5 and take such action as may be warranted in public interest. The petitioners in Special Civil Application Nos. 22379 and 22385 of 2005 are permitted to delete the prayer clause for compensation for their arrest and are granted liberty to file other substantive proceedings for the same.",Petitioner
153,"A very reading of the above averments would clearly indicate that they are bald. Even as per the evidence of the petitioner, the average polling in any parliamentary constituency was 55 to 60%; but, in the election in question, the polling was 61.19%. Admittedly, when the political parties faced the 14th Lok Sabha General Elections, they aligned themselves into two pre-poll formations namely DPA and NDA. The DPA was headed by DMK, and the NDA was headed by AIADMK. The entire electioneering was done by the two major pre-poll formations, and hence, it cannot be stated that it was not made known to the public that to which alignment, a particular political party and movement belonged. In the instant case, there is nothing to infer that there was any confusion prevailed in the mind of the electorates. In the face of the poll percentage of 61.19, which even according to the petitioner, fell excess than the usual percentage of the poll in the elections in the past, the contention that large number of voters have abstained from voting, and if the voting during that election, was on higher percentage, the defeated candidate would have become successful cannot be accepted. It is also noticed that the margin between the returned candidate and the defeated candidate was 1,78,610, and hence, at no stretch of imagination, it can be held that the election petitioner has made the requisite pleadings either, or demonstrated by sufficient proof that the result of the election of the second respondent has been materially affected by the non-compliance of the provisions of the Act. In such circumstances, the petitioner cannot seek a declaration that the election of the returned candidate is void, since he has miserably failed to prove that there was either improper acceptance of the nomination or as a consequence, the election insofar as it concerned the second respondent, has been materially affected. Hence, the above issues are answered accordingly.",Respondent
